"Hero","Vs","Games","W","L","Win %","Elo Shift"
"Enigma","Dragon Knight","130","79","51","0.6076923076923076","6.217195254852553"
"Magnus","Tusk","158","96","62","0.6075949367088608","6.827142075839832"
"Pugna","Razor","79","48","31","0.6075949367088608","6.584607279583101"
"Medusa","Beastmaster","191","116","75","0.6073298429319371","6.87665194104339"
"Treant Protector","Slark","84","51","33","0.6071428571428571","8.824185161741955"
"Kez","Pangolier","56","34","22","0.6071428571428571","8.115744294194458"
"Naga Siren","Hoodwink","112","68","44","0.6071428571428571","7.000758128980798"
"Terrorblade","Zeus","84","51","33","0.6071428571428571","6.4154899677934445"
"Bane","Magnus","56","34","22","0.6071428571428571","5.677687345306793"
"Alchemist","Ursa","56","34","22","0.6071428571428571","5.408345705356489"
"Shadow Shaman","Axe","56","34","22","0.6071428571428571","5.234928059546796"
"Undying","Chaos Knight","56","34","22","0.6071428571428571","4.713323253686466"
"Enigma","Windranger","84","51","33","0.6071428571428571","4.570435887306227"
"Magnus","Grimstroke","56","34","22","0.6071428571428571","4.344765710419263"
"Batrider","Bloodseeker","112","68","44","0.6071428571428571","3.41263656377753"
"Naga Siren","Queen of Pain","89","54","35","0.6067415730337079","6.466320486467753"
"Bane","Pugna","150","91","59","0.6066666666666667","6.9634309112969275"
"Bane","Puck","244","148","96","0.6065573770491803","6.427991618197138"
"Visage","Razor","61","37","24","0.6065573770491803","6.207192566270226"
"Wraith King","Lina","61","37","24","0.6065573770491803","6.10731345298801"
"Pugna","Treant Protector","61","37","24","0.6065573770491803","4.481964949812198"
"Abaddon","Puck","127","77","50","0.6062992125984252","6.62857939185353"
"Legion Commander","Tiny","66","40","26","0.6060606060606061","7.216227803203442"
"Bane","Phoenix","99","60","39","0.6060606060606061","2.7851151401872842"
"Invoker","Dawnbreaker","104","63","41","0.6057692307692307","5.429740887876378"
"Viper","Leshrac","71","43","28","0.6056338028169014","8.76628273946188"
"Faceless Void","Dawnbreaker","142","86","56","0.6056338028169014","6.570159267322152"
"Mirana","Legion Commander","71","43","28","0.6056338028169014","6.549400186106057"
"Chen","Kunkka","71","43","28","0.6056338028169014","6.469453496658819"
"Chen","Void Spirit","71","43","28","0.6056338028169014","4.054190402570607"
"Dark Seer","Queen of Pain","71","43","28","0.6056338028169014","3.1468628745427463"
"Nyx Assassin","Morphling","76","46","30","0.6052631578947368","6.131071266691328"
"Pugna","Brewmaster","76","46","30","0.6052631578947368","5.653818111464273"
"Mirana","Slark","114","69","45","0.6052631578947368","5.313122909575678"
"Windranger","Viper","114","69","45","0.6052631578947368","4.717815989872939"
"Monkey King","Shadow Shaman","119","72","47","0.6050420168067226","6.954402150239187"
"Weaver","Brewmaster","119","72","47","0.6050420168067226","6.927779675174486"
"Broodmother","Tusk","119","72","47","0.6050420168067226","6.586966498334649"
"Death Prophet","Techies","81","49","32","0.6049382716049383","6.979954783281414"
"Dragon Knight","Dawnbreaker","124","75","49","0.6048387096774194","6.1340599550152275"
"Kunkka","Morphling","134","81","53","0.6044776119402985","6.445557634063692"
"Doom","Zeus","96","58","38","0.6041666666666666","5.972531088312579"
"Disruptor","Grimstroke","96","58","38","0.6041666666666666","5.289201591910291"
"Death Prophet","Dawnbreaker","96","58","38","0.6041666666666666","4.445295113626741"
"Warlock","Terrorblade","101","61","40","0.6039603960396039","6.082355999872578"
"Templar Assassin","Lina","154","93","61","0.6038961038961039","6.026147258500893"
"Mirana","Kunkka","154","93","61","0.6038961038961039","5.79807517882584"
"Bane","Outworld Devourer","53","32","21","0.6037735849056604","7.549341486731015"
"Mirana","Dark Willow","106","64","42","0.6037735849056604","5.666665933235188"
"Io","Troll Warlord","53","32","21","0.6037735849056604","4.940327749305786"
"Primal Beast","Elder Titan","53","32","21","0.6037735849056604","4.825184366210368"
"Spirit Breaker","Razor","58","35","23","0.603448275862069","6.635445351881612"
"Lion","Phantom Assassin","58","35","23","0.603448275862069","4.721618661524621"
"Void Spirit","Spirit Breaker","116","70","46","0.603448275862069","4.153183512612625"
"Treant Protector","Bloodseeker","58","35","23","0.603448275862069","3.953873468693371"
"Batrider","Silencer","184","111","73","0.6032608695652174","4.6782359746225195"
"Nyx Assassin","Void Spirit","63","38","25","0.6031746031746031","7.364758382112792"
"Enigma","Earthshaker","63","38","25","0.6031746031746031","6.3679735786724025"
"Lifestealer","Zeus","63","38","25","0.6031746031746031","5.9796137430127585"
"Naga Siren","Spirit Breaker","63","38","25","0.6031746031746031","5.93531152098981"
"Slardar","Razor","63","38","25","0.6031746031746031","5.2943383585964305"
"Nyx Assassin","Luna","63","38","25","0.6031746031746031","5.2378111182810185"
"Elder Titan","Io","68","41","27","0.6029411764705882","6.417657149003849"
"Broodmother","Spirit Breaker","68","41","27","0.6029411764705882","5.308474609461816"
"Bane","Kunkka","209","126","83","0.6028708133971292","6.867134560473279"
"Lich","Windranger","73","44","29","0.6027397260273972","10.76600868772594"
"Enchantress","Jakiro","146","88","58","0.6027397260273972","5.418275493115557"
"Treant Protector","Lion","78","47","31","0.6025641025641025","8.069997967409359"
"Weaver","Sven","78","47","31","0.6025641025641025","7.007921071485102"
"Shadow Demon","Nyx Assassin","78","47","31","0.6025641025641025","5.537511852596535"
"Slark","Ember Spirit","166","100","66","0.6024096385542169","5.037981519300145"
"Faceless Void","Magnus","98","59","39","0.6020408163265306","5.6126720153046525"
"Beastmaster","Drow Ranger","98","59","39","0.6020408163265306","4.721719423670949"
"Viper","Enchantress","113","68","45","0.6017699115044248","7.722562216006531"
"Shadow Demon","Gyrocopter","231","139","92","0.6017316017316018","6.656725220326467"
"Chen","Phoenix","133","80","53","0.6015037593984962","3.7295035993601444"
"Alchemist","Clockwerk","138","83","55","0.6014492753623188","6.690080080621684"
"Enigma","Pangolier","223","134","89","0.600896860986547","5.122740950337873"
"Tiny","Snapfire","476","286","190","0.6008403361344538","6.1129634181140675"
"Storm Spirit","Void Spirit","283","170","113","0.6007067137809188","5.02760303581929"
"Gyrocopter","Earthshaker","95","57","38","0.6","8.110395276478224"
"Monkey King","Phantom Lancer","50","30","20","0.6","8.00778032479632"
"Elder Titan","Rubick","135","81","54","0.6","7.498297178260095"
"Bane","Faceless Void","100","60","40","0.6","7.074073196067442"
"Treant Protector","Hoodwink","205","123","82","0.6","7.020611293672048"
"Marci","Io","60","36","24","0.6","6.984559749408406"
"Enigma","Morphling","110","66","44","0.6","6.9635347889054815"
"Templar Assassin","Sven","115","69","46","0.6","6.944222924847904"
"Timbersaw","Juggernaut","70","42","28","0.6","6.887483992612543"
"Beastmaster","Phantom Lancer","60","36","24","0.6","6.78052456249357"
"Naga Siren","Void Spirit","75","45","30","0.6","6.600105925581256"
"Viper","Morphling","55","33","22","0.6","6.552390047855964"
"Io","Pugna","60","36","24","0.6","6.38998059546131"
"Chaos Knight","Mars","155","93","62","0.6","6.379927257210504"
"Lifestealer","Alchemist","50","30","20","0.6","6.225406771587996"
"Mirana","Lion","125","75","50","0.6","6.00509613751913"
"Slark","Sven","70","42","28","0.6","5.933466393830462"
"Drow Ranger","Mars","60","36","24","0.6","5.831713574103437"
"Treant Protector","Skywrath Mage","75","45","30","0.6","5.790081236293317"
"Magnus","Sniper","55","33","22","0.6","5.776010349064159"
"Kunkka","Broodmother","50","30","20","0.6","5.484003739796081"
"Treant Protector","Marci","105","63","42","0.6","5.453153620859984"
"Nature's Prophet","Ancient Apparition","60","36","24","0.6","5.44080530709916"
"Monkey King","Bloodseeker","115","69","46","0.6","5.398252867496224"
"Storm Spirit","Brewmaster","120","72","48","0.6","5.1516805446297775"
"Grimstroke","Spirit Breaker","90","54","36","0.6","4.954920842478556"
"Dragon Knight","Techies","85","51","34","0.6","4.537928942006694"
"Invoker","Skywrath Mage","65","39","26","0.6","3.972595602801467"
"Faceless Void","Techies","100","60","40","0.6","3.9381089639127635"
"Alchemist","Dark Willow","75","45","30","0.6","3.934235134409801"
"Io","Dawnbreaker","55","33","22","0.6","2.128079102363485"
"Tiny","Silencer","252","151","101","0.5992063492063492","5.429356135533885"
"Bane","Grimstroke","237","142","95","0.5991561181434599","3.796419839792606"
"Bane","Luna","172","103","69","0.5988372093023255","4.0013474998980705"
"Pugna","Morphling","147","88","59","0.5986394557823129","5.419735558785854"
"Doom","Ursa","132","79","53","0.5984848484848485","4.854997972018188"
"Crystal Maiden","Mars","132","79","53","0.5984848484848485","4.852824975538184"
"Keeper of the Light","Terrorblade","122","73","49","0.5983606557377049","6.491987420009502"
"Lifestealer","Hoodwink","117","70","47","0.5982905982905983","6.93896519071214"
"Mirana","Death Prophet","219","131","88","0.5981735159817352","4.291748960946215"
"Earthshaker","Terrorblade","102","61","41","0.5980392156862745","4.220189383233635"
"Shadow Demon","Silencer","97","58","39","0.5979381443298969","6.831798434326282"
"Legion Commander","Disruptor","92","55","37","0.5978260869565217","7.122964582947775"
"Chen","Tidehunter","92","55","37","0.5978260869565217","3.9856056259698156"
"Jakiro","Undying","87","52","35","0.5977011494252874","7.1209438855192095"
"Alchemist","Void Spirit","82","49","33","0.5975609756097561","5.70549052542457"
"Shadow Shaman","Disruptor","77","46","31","0.5974025974025974","2.660335423748653"
"Naga Siren","Ember Spirit","149","89","60","0.5973154362416108","5.220688559463165"
"Templar Assassin","Earth Spirit","72","43","29","0.5972222222222222","5.938865826828792"
"Dark Willow","Axe","72","43","29","0.5972222222222222","5.40988137911504"
"Bane","Pangolier","360","215","145","0.5972222222222222","5.3772555385688845"
"Lion","Underlord","72","43","29","0.5972222222222222","5.351929591004204"
"Bane","Bloodseeker","72","43","29","0.5972222222222222","4.215342568662545"
"Faceless Void","Pugna","67","40","27","0.5970149253731343","6.799235745171222"
"Alchemist","Primal Beast","67","40","27","0.5970149253731343","5.344650690460925"
"Earthshaker","Rubick","129","77","52","0.5968992248062015","7.717762089253968"
"Naga Siren","Puck","129","77","52","0.5968992248062015","3.3739516591809835"
"Shadow Shaman","Brewmaster","62","37","25","0.5967741935483871","7.828150401899509"
"Enigma","Lion","62","37","25","0.5967741935483871","6.133031568073357"
"Chen","Axe","62","37","25","0.5967741935483871","4.181923045407339"
"Invoker","Jakiro","119","71","48","0.5966386554621849","6.499003159383382"
"Timbersaw","Drow Ranger","57","34","23","0.5964912280701754","8.318473223457035"
"Doom","Clinkz","57","34","23","0.5964912280701754","6.389960230167434"
"Batrider","Drow Ranger","57","34","23","0.5964912280701754","4.918576052983063"
"Dark Seer","Vengeful Spirit","57","34","23","0.5964912280701754","4.309450623534674"
"Storm Spirit","Lich","109","65","44","0.5963302752293578","6.9116536337191565"
"Elder Titan","Nature's Prophet","52","31","21","0.5961538461538461","7.773714515812509"
"Phantom Assassin","Abaddon","52","31","21","0.5961538461538461","7.061527168880911"
"Warlock","Nyx Assassin","52","31","21","0.5961538461538461","5.1838344708361"
"Oracle","Mars","52","31","21","0.5961538461538461","5.1479401631835"
"Legion Commander","Phoenix","52","31","21","0.5961538461538461","4.775895869638407"
"Primal Beast","Axe","52","31","21","0.5961538461538461","4.115229325906684"
"Enigma","Muerta","52","31","21","0.5961538461538461","3.6467043747642656"
"Centaur Warrunner","Queen of Pain","99","59","40","0.5959595959595959","5.123864114486434"
"Elder Titan","Clockwerk","99","59","40","0.5959595959595959","4.921696813598919"
"Leshrac","Primal Beast","146","87","59","0.5958904109589042","4.981946640188194"
"Bane","Enchantress","193","115","78","0.5958549222797928","6.851064774654658"
"Puck","Dawnbreaker","240","143","97","0.5958333333333333","5.2865604998245015"
"Enigma","Snapfire","141","84","57","0.5957446808510638","6.775130571570653"
"Mars","Dawnbreaker","183","109","74","0.5956284153005464","4.513626478821073"
"Lifestealer","Jakiro","89","53","36","0.5955056179775281","6.27839651028428"
"Tiny","Night Stalker","131","78","53","0.5954198473282443","4.786689530084983"
"Chen","Pangolier","173","103","70","0.5953757225433526","5.224002550042953"
"Lycan","Puck","126","75","51","0.5952380952380952","5.598671720475168"
"Jakiro","Ancient Apparition","84","50","34","0.5952380952380952","4.647139487214595"
"Venomancer","Rubick","111","66","45","0.5945945945945946","7.694580028270856"
"Visage","Undying","74","44","30","0.5945945945945946","5.891836710694567"
"Enigma","Tusk","148","88","60","0.5945945945945946","5.603342514637014"
"Wraith King","Weaver","74","44","30","0.5945945945945946","5.346388601530897"
"Bane","Earth Spirit","74","44","30","0.5945945945945946","5.186459234752224"
"Bane","Morphling","111","66","45","0.5945945945945946","4.40266167506799"
"Templar Assassin","Queen of Pain","143","85","58","0.5944055944055944","5.7859201778314056"
"Puck","Invoker","175","104","71","0.5942857142857143","6.112575934688403"
"Ursa","Dawnbreaker","69","41","28","0.5942028985507246","7.095574905739993"
"Keeper of the Light","Phoenix","138","82","56","0.5942028985507246","5.952896952980664"
"Gyrocopter","Bloodseeker","69","41","28","0.5942028985507246","5.838376451181836"
"Monkey King","Dawnbreaker","170","101","69","0.5941176470588235","4.561624159293587"
"Pugna","Queen of Pain","101","60","41","0.594059405940594","6.916255764102772"
"Chaos Knight","Grimstroke","101","60","41","0.594059405940594","4.3662982737018705"
"Shadow Fiend","Undying","101","60","41","0.594059405940594","3.8729710794402017"
"Disruptor","Axe","64","38","26","0.59375","7.837051394401311"
"Broodmother","Pudge","64","38","26","0.59375","5.436121765667763"
"Leshrac","Crystal Maiden","128","76","52","0.59375","5.2560692668505595"
"Queen of Pain","Phoenix","160","95","65","0.59375","4.749285582717737"
"Shadow Shaman","Chaos Knight","64","38","26","0.59375","3.745610575137044"
"Windranger","Phoenix","155","92","63","0.5935483870967742","6.001536332481247"
"Doom","Timbersaw","214","127","87","0.5934579439252337","5.344580942477591"
"Beastmaster","Death Prophet","209","124","85","0.5933014354066986","4.483638886354205"
"Vengeful Spirit","Pugna","59","35","24","0.5932203389830508","5.597126592550537"
"Enchantress","Grimstroke","118","70","48","0.5932203389830508","4.597930702826795"
"Pugna","Ogre Magi","59","35","24","0.5932203389830508","3.5594485823800315"
"Beastmaster","Phantom Assassin","231","137","94","0.5930735930735931","4.285582206378137"
"Batrider","Phantom Lancer","86","51","35","0.5930232558139535","8.193867836892165"
"Dark Seer","Medusa","86","51","35","0.5930232558139535","7.0002073578351665"
"Sniper","Hoodwink","86","51","35","0.5930232558139535","5.410372172944195"
"Lifestealer","Dawnbreaker","86","51","35","0.5930232558139535","4.555962744243662"
"Clockwerk","Death Prophet","172","102","70","0.5930232558139535","3.5573117947788613"
